English,French,Spanish
"This agreed to, Herbert, Neb, and Pencroft, after having torn three sticks from the trunk of a young fir, followed Top, who was bounding about among the long grass.","Cela dit, Harbert, Nab et Pencroff, après avoir arraché trois bâtons au tronc d'un jeune sapin, suivirent Top, qui bondissait dans les grandes herbes.","Dicho esto, Harbert, Nab y Pencroff, después de haber arrancado tres ramas del tronco de un joven abeto, siguieron a Top, que saltaba entre las altas hierbas."
"This time, the hunters, instead of following the course of the river, plunged straight into the heart of the forest.","Cette fois, les chasseurs, au lieu de longer le cours de la rivière, s'enfoncèrent plus directement au coeur même de la forêt.","Aquella vez los cazadores, en lugar de seguir el curso del río, se internaron directamente en el corazón mismo del bosque."
"There were still the same trees, belonging, for the most part, to the pine family.","C'étaient toujours les mêmes arbres, appartenant pour la plupart à la famille des pins.","Hallaron los mismos árboles que el primer día, pertenecientes la mayor parte de ellos a la familia de los pinos."
"In certain places, less crowded, growing in clumps, these pines exhibited considerable dimensions, and appeared to indicate, by their development, that the country was situated in a higher latitude than the engineer had supposed.","En de certains endroits, moins pressés, isolés par bouquets, ces pins présentaient des dimensions considérables, et semblaient indiquer, par leur développement, que cette contrée se trouvait plus élevée en latitude que ne le supposait l'ingénieur.","En ciertos sitios donde el bosque era menos espeso, había matas aisladas de pinos que presentaban medidas más considerables, y parecían indicar, por su altura, que aquella comarca era más elevada en latitud de lo que suponía el ingeniero."
"Glades, bristling with stumps worn away by time, were covered with dry wood, which formed an inexhaustible store of fuel.","Quelques clairières, hérissées de souches rongées par le temps, étaient couvertes de bois mort, et formaient ainsi d'inépuisables réserves de combustible.","Algunos claros, erizados de troncos roídos por el tiempo, estaban cubiertos de madera seca, y formaban así inagotables reservas de combustible."
"Then, the glade passed, the underwood thickened again, and became almost impenetrable.","Puis, la clairière passée, le taillis se resserrait et devenait presque impénétrable.","Después, pasados los claros, el bosque se estrechó y se hizo casi impenetrable."
"It was difficult enough to find the way among the groups of trees, without any beaten track.","Se guider au milieu de ces massifs d'arbres, sans aucun chemin frayé, était chose assez difficile.","Guiarse en medio de aquellas masas de árboles, sin ningún camino trazado, era bastante difícil."
So the sailor from time to time broke off branches which might be easily recognized.,"Aussi, le marin, de temps en temps, jalonnait-il sa route en faisant quelques brisées qui devaient être aisément reconnaissables.","Por esto el marino, de cuando en cuando, establecía jalones, rompiendo algunas ramas que debían señalarles el camino a su vuelta."
"But, perhaps, he was wrong not to follow the watercourse, as he and Herbert had done on their first excursion, for after walking an hour not a creature had shown itself.","Mais peut-être avait-il eu tort de ne pas remonter le cours d'eau, ainsi qu'Harbert et lui avaient fait pendant leur première excursion, car, après une heure de marche, pas un gibier ne s'était encore montré.","Pero quizá no había hecho bien en no seguir el curso del río, como Harbert y él habían hecho en su primera excursión, porque después de una hora de marcha no se había dejado ver ni una sola pieza de caza."
"Top, running under the branches, only roused birds which could not be approached.","Top, en courant sous les basses ramures, ne donnait l'éveil qu'à des oiseaux qu'on ne pouvait approcher.","Top, corriendo bajo las altas hierbas, no levantaba más que avecillas a las cuales no se podían aproximar."
"Even the couroucous were invisible, and it was probable that the sailor would be obliged to return to the marshy part of the forest, in which he had so happily performed his grouse fishing.","Les couroucous eux-mêmes étaient absolument invisibles, et il était probable que le marin serait forcé de revenir à cette partie marécageuse de la forêt, dans laquelle il avait si heureusement opéré sa pêche aux tétras. «Eh!","Los mismos curucús eran absolutamente invisibles, y probablemente el marino se vería forzado a volver a la parte pantanosa del bosque, en la cual había operado tan felizmente en su pesca de tetraos."
"""Well, Pencroft,"" said Neb, in a slightly sarcastic tone, ""if this is all the game which you promised to bring back to my master, it won't need a large fire to roast it!""","Pencroff, dit Nab d'un ton un peu sarcastique, si c'est là tout le gibier que vous avez promis de rapporter à mon maître, il ne faudra pas grand feu pour le faire rôtir!","–¡Eh, Pencroff! –dijo Nab en tono algo sarcástico–, ¡si ésta es la caza que ha prometido llevar a mi amo, no necesitará fuego para asarla!"
"""Have patience,"" replied the sailor, ""it isn't the game which will be wanting on our return.""","-- Patience, Nab, répondit le marin, ce n'est pas le gibier qui manquera au retour!","–Paciencia, Nab –contestó el marino–, ¡no faltará caza a la vuelta!"
"""Have you not confidence in Captain Harding?""",-- Vous n'avez donc pas confiance en M Smith?,–¿No tiene confianza en el señor Smith?
"""Yes.""",-- Si.,–Sí.
"""But you don't believe that he will make fire?""",-- Mais vous ne croyez pas qu'il fera du feu?,–Pero no cree usted que hará fuego.
"""I shall believe it when the wood is blazing in the fireplace.""",-- Je le croirai quand le bois flambera dans le foyer.,–Lo creeré cuando la madera arda en la lumbre.
"""It will blaze, since my master has said so.""","-- Il flambera, puisque mon maître l'a dit!","–Arderá, puesto que mi amo lo ha dicho."
"""We shall see!""",-- Nous verrons!»,–¡Veremos!
"Meanwhile, the sun had not reached the highest point in its course above the horizon.","Cependant, le soleil n'avait pas encore atteint le plus haut point de sa course au-dessus de l'horizon.","Entretanto, el sol no había aún llegado al más alto punto de su curso en el horizonte."
"The exploration, therefore, continued, and was usefully marked by a discovery which Herbert made of a tree whose fruit was edible.","L'exploration continua donc, et fut utilement marquée par la découverte qu'Harbert fit d'un arbre dont les fruits étaient comestibles.",La exploración continuó y fue útilmente señalada por el descubrimiento que Harbert hizo de un árbol cuyas frutas eran comestibles.
"This was the stone-pine, which produces an excellent almond, very much esteemed in the temperate regions of America and Europe.","C'était le pin pigeon, qui produit une amande excellente, très estimée dans les régions tempérées de l'Amérique et de l'Europe.","Era el pino piñonero, que producía un piñón excelente, muy estimado en las regiones templadas de América y Europa."
"These almonds were in a perfect state of maturity, and Herbert described them to his companions, who feasted on them.","Ces amandes étaient dans un parfait état de maturité, et Harbert les signala à ses deux compagnons, qui s'en régalèrent.","Aquellos piñones estaban maduros y Harbert los señaló a sus dos compañeros, que comieron en abundancia."
"""Come,"" said Pencroft, ""sea-weed by way of bread, raw mussels for meat, and almonds for dessert, that's certainly a good dinner for those who have not a single match in their pocket!""","«Allons, dit Pencroff, des algues en guise de pain, des moules crues en guise de chair, et des amandes pour dessert, voilà bien le dîner de gens qui n'ont plus une seule allumette dans leur poche!","–Vamos –dijo Pencroff–, tendremos algas a guisa de pan, moluscos crudos a falta de carne, y piñones para postre; tal es la comida de las personas que no tienen una cerilla en los bolsillos."
"""We mustn't complain,"" said Herbert.","-- Il ne faut pas se plaindre, répondit Harbert.",–No hay que quejarse –contestó Harbert.
"""I am not complaining, my boy,"" replied Pencroft, ""only I repeat, that meat is a little too much economized in this sort of meal.""","-- Je ne me plains pas, mon garçon, répondit Pencroff. Seulement, je répète que la viande est un peu trop économisée dans ce genre de repas!","–No me quejo –añadió Pencroff–, solamente repito que la carne brilla demasiado por su ausencia en estas comidas."
"""Top has found something!"" cried Neb, who ran towards a thicket, in the midst of which the dog had disappeared, barking.","-- Top a vu quelque chose!...» s'écria Nab, qui courut vers un fourré au milieu duquel le chien avait disparu en aboyant.","–No es ése el parecer de Top... –exclamó Nab, y corrió hacia un matorral en medio del cual había desaparecido el perro ladrando."
With Top's barking were mingled curious gruntings.,Aux aboiements de Top se mêlaient des grognements singuliers.,A los ladridos de Top se mezclaron unos gruñidos singulares.
The sailor and Herbert had followed Neb.,Le marin et Harbert avaient suivi Nab.,El marino y Harbert habían seguido a Nab.
"If there was game there this was not the time to discuss how it was to be cooked, but rather, how they were to get hold of it.","S'il y avait là quelque gibier, ce n'était pas le moment de discuter comment on pourrait le faire cuire, mais bien comment on pourrait s'en emparer.","Si había allí caza, no era el momento de discutir cómo podrían cocerla, sino cómo podrían apoderarse de ella."
The hunters had scarcely entered the bushes when they saw Top engaged in a struggle with an animal which he was holding by the ear.,"Les chasseurs, à peine entrés dans le taillis, virent Top aux prises avec un animal qu'il tenait par une oreille.","Los cazadores, apenas entraron en la espesura, vieron a Top luchando con un animal, al que tenía por la oreja."
